sku,parent_sku,locale,attribute_family_code,type,categories,images,name,description,short_description,status,visible_individually,length,width,height,weight,price,special_price,special_price_from,special_price_to,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,tax_status,tax_category_id,global_unique_id,cases_in_stock,custom_product_subtitle,pack_quantity,low_stock_amount,pmp_or_not,max_order,por_percentage,product_size,prom_id,prom_start,promo_end,total_sales,rrp_price,outer_pack_size,shipping_class,configurable_variants
40774,,en,variant_family,simple,SOFT DRINK/SQUASH & CORDIAL,,ROBINSONS SUMMER FRUITS SQUASH PM £1.49,ROBINSONS SUMMER FRUITS SQUASH PM £1.49,ROBINSONS SUMMER FRUITS SQUASH PM £1.49,1,1,,,,10,10.29,,,,robinsons-summer-fruits-squash-pm-ps149-40774,,,,1,default=2,,,,19,1,,2,12X750ML,,,PMP,10,30.94,,,,,,1.49,,No Shipping class,
46252,,en,variant_family,simple,SOFT DRINK/SQUASH & CORDIAL,,FRUIT SHOOT ORANGE PM89P,FRUIT SHOOT ORANGE PM89P,FRUIT SHOOT ORANGE PM89P,1,1,,,,10,5.29,,,,fruit-shoot-orange-pm89p-46252,,,,1,default=1,,,,19,1,,1,12X275ML,,,PMP,10,40.56,,,,,,0.89,,No Shipping class,
46253,,en,variant_family,simple,SOFT DRINK/SQUASH & CORDIAL,,FRUIT SHOOT SUMMER FRUITS PM89P,FRUIT SHOOT SUMMER FRUITS PM89P,FRUIT SHOOT SUMMER FRUITS PM89P,1,1,,,,10,5.29,,,,fruit-shoot-summer-fruits-pm89p-46253,,,,1,default=4,,,,19,1,,4,12x275ML,,,PMP,10,40.56,,,,,,0.89,,No Shipping class,
102498,,en,variant_family,simple,SOFT DRINK/SQUASH & CORDIAL,,J2O APPLE & RASPBERRY,J2O APPLE & RASPBERRY,J2O APPLE & RASPBERRY,1,1,,,,10,10.19,8.99,2025-05-05,2025-11-05,j2o-apple-raspberry-102498,,,,1,default=11,,,,19,1,,11,12X275ML,,,PLAIN,10,48.79,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.99,,No Shipping class,
102499,,en,variant_family,simple,SOFT DRINK/SQUASH & CORDIAL,,J2O APPLE & MANGO,J2O APPLE & MANGO,J2O APPLE & MANGO,1,1,,,,10,10.19,8.99,2025-05-05,2025-11-05,j2o-apple-mango-102499,,,,1,default=5,,,,19,1,,5,12X275ML,,,PLAIN,10,48.79,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.99,,No Shipping class,
903111,,en,variant_family,simple,CEREALS & CEREAL BAR/CEREAL BARS & PROTEIN BARS,,KIND DARK CHOCOLATE NUT & SEA SALT BAR,KIND DARK CHOCOLATE NUT & SEA SALT BAR,KIND DARK CHOCOLATE NUT & SEA SALT BAR,1,1,,,,10,10.49,,,,kind-dark-chocolate-nut-sea-salt-bar-903111,,,,1,default=2,,,,19,1,,2,12x40G,,,PLAIN,,29.6,,,,,,1.49,,No Shipping class,
51390,,en,variant_family,simple,NON-FOOD AND STATIONERY/COAL/CHARCOAL,,MAXIM INSTANT BBQ GRILL DISPOSABLE,MAXIM INSTANT BBQ GRILL DISPOSABLE,MAXIM INSTANT BBQ GRILL DISPOSABLE,1,1,,,,10,0.4,,,,maxim-instant-bbq-grill-disposable-51390,,,,1,default=76,,,,19,1,,76,1xSINGLE,,,PLAIN,,39.24,,,,,,0.79,,No Shipping class,
900031,,en,variant_family,simple,NON-FOOD AND STATIONERY/COAL/CHARCOAL,,EPIC LUMPWOOD CHARCOAL,EPIC LUMPWOOD CHARCOAL,EPIC LUMPWOOD CHARCOAL,1,1,,,,10,4.29,,,,epic-lumpwood-charcoal-900031,,,,1,default=81,,,,19,1,,81,1X5KG,,,PLAIN,,45.75,,,,,,9.49,,No Shipping class,
901928,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE MACCHERONI,DEL VERDE MACCHERONI,DEL VERDE MACCHERONI,1,1,,,,10,8.49,,,,del-verde-maccheroni-901928,,,,1,default=1,,,,19,1,,1,6x500G,,,PLAIN,,14.67,,,,,,1.99,,No Shipping class,
901929,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE ELICHE,DEL VERDE ELICHE,DEL VERDE ELICHE,1,1,,,,10,8.49,,,,del-verde-eliche-901929,,,,1,default=5,,,,19,3,,5,8x400G,,,PLAIN,,40.71,,,,,,1.79,,No Shipping class,
901930,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE SPAGHETTI,DEL VERDE SPAGHETTI,DEL VERDE SPAGHETTI,1,1,,,,10,8.49,,,,del-verde-spaghetti-901930,,,,1,default=2,,,,19,3,,2,8x400G,,,PLAIN,,40.71,,,,,,1.79,,No Shipping class,
901931,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE PENNE,DEL VERDE PENNE,DEL VERDE PENNE,1,1,,,,10,8.49,,,,del-verde-penne-901931,,,,1,default=1,,,,19,3,,1,8x400G,,,PLAIN,,40.71,,,,,,1.79,,No Shipping class,
901932,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE CONCHIGLIE,DEL VERDE CONCHIGLIE,DEL VERDE CONCHIGLIE,1,1,,,,10,8.49,,,,del-verde-conchiglie-901932,,,,1,default=2,,,,19,3,,2,8X400G,,,PLAIN,,40.71,,,,,,1.79,,No Shipping class,
901933,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE FARFALLE,DEL VERDE FARFALLE,DEL VERDE FARFALLE,1,1,,,,10,8.49,,,,del-verde-farfalle-901933,,,,1,default=5,,,,19,3,,5,8x400G,,,PLAIN,,40.71,,,,,,1.79,,No Shipping class,
902292,,en,variant_family,simple,GROCERY/INSTANT NOODLES & MEALS,,DEL VERDE LASAGNE,DEL VERDE LASAGNE,DEL VERDE LASAGNE,1,1,,,,10,6.69,,,,del-verde-lasagne-902292,,,,1,default=2,,,,19,3,,2,6X250G,,,PLAIN,,37.71,,,,,,1.79,,No Shipping class,
89667,,en,variant_family,configurable,CONFECTIONERY/SWEET BAGS,,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,1,1,,,,,,,,,fruit-tella-blackcurrant-sticks-89667,,,,,,,,,,,,0,,,,PLAIN,,47.87,,,,,,0.69,,No Shipping class,"sku=89667a,pack_size=Pack 1|sku=89667c,pack_size=Pack 2"
89667a,89667,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,1,0,,,,10,11.99,,,,fruit-tella-blackcurrant-sticks-89667a,,,,1,default=3,,,,19,1,,0,40X40 G,,,PLAIN,,47.87,,,,,,0.69,,No Shipping class,
89667c,89667,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,FRUIT-TELLA BLACKCURRANT STICKS,1,0,,,,10,99.99,,,,fruit-tella-blackcurrant-sticks-89667c,,,,1,default=3,,,,19,1,,0,8X40X40 G,8,,PLAIN,,47.87,,,,,,0.69,,No Shipping class,
89673,,en,variant_family,configurable,CONFECTIONERY/CHOCOLATES,,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,1,1,,,,,,,,,fruit-tella-strawberry-stick-89673,,,,,,,,,,,,0,,,,PLAIN,,32.65,,,,,,0.69,,No Shipping class,"sku=89673a,pack_size=Pack 1|sku=89673c,pack_size=Pack 2"
89673a,89673,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,1,0,,,,10,15.49,,,,fruit-tella-strawberry-stick-89673a,,,,1,default=5,,,,19,1,,0,40X41G,,,PLAIN,,32.65,,,,,,0.69,,No Shipping class,
89673c,89673,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,FRUIT-TELLA STRAWBERRY STICK,1,0,,,,10,127.89,,,,fruit-tella-strawberry-stick-89673c,,,,1,default=5,,,,19,1,,0,8X40X41G,8,,PLAIN,,32.65,,,,,,0.69,,No Shipping class,
185904,,en,variant_family,configurable,CONFECTIONERY/MINT,,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,1,1,,,,,,,,,smint-spearmint-sugar-free-xxl-185904,,,,,,,,,,,,1,,,,PLAIN,,34.03,,,,,,1.59,,No Shipping class,"sku=185904a,pack_size=Pack 1|sku=185904c,pack_size=Pack 2"
185904a,185904,en,variant_family,simple,CONFECTIONERY/MINT,,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,1,0,,,,10,10.49,,,,smint-spearmint-sugar-free-xxl-185904a,,,,1,default=22,,,,19,1,,1,12X35GRM,,,PLAIN,,34.03,,,,,,1.59,,No Shipping class,
185904c,185904,en,variant_family,simple,CONFECTIONERY/MINT,,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,SMINT SPEARMINT SUGAR FREE XXL,1,0,,,,10,135.99,,,,smint-spearmint-sugar-free-xxl-185904c,,,,1,default=22,,,,19,1,,1,12X12X35GRM,12,,PLAIN,,34.03,,,,,,1.59,,No Shipping class,
185905,,en,variant_family,simple,CONFECTIONERY/MINT,,SMINT STRAWBERRY SUGAR FREE XXL,SMINT STRAWBERRY SUGAR FREE XXL,SMINT STRAWBERRY SUGAR FREE XXL,1,1,,,,10,7.99,,,,smint-strawberry-sugar-free-xxl-185905,,,,1,default=1,,,,19,1,,0,12X35GRM,,,PLAIN,,49.75,,,,,,1.59,,No Shipping class,
185913,,en,variant_family,simple,CONFECTIONERY/MINT,,SMINT MINI SPERMINT TIN,SMINT MINI SPERMINT TIN,SMINT MINI SPERMINT TIN,1,1,,,,10,6.99,6.89,2025-05-05,2025-11-05,smint-mini-spermint-tin-185913,,,,1,default=25,,,,19,1,,2,12X25G,,,PLAIN,,30.1,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1,,No Shipping class,
186903,,en,variant_family,simple,CONFECTIONERY/MINT,,SMINT MINT ORIGINAL,SMINT MINT ORIGINAL,SMINT MINT ORIGINAL,1,1,,,,10,9.95,9.49,2025-05-05,2025-11-05,smint-mint-original-186903,,,,1,default=12,,,,19,1,,1,12X8GRM,,,PLAIN,,20.4,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.25,,No Shipping class,
902705,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA MINI SOUR BITES£1.25,CHUPA MINI SOUR BITES£1.25,CHUPA MINI SOUR BITES£1.25,1,1,,,,10,9.59,,,,chupa-mini-sour-bitesps125-902705,,,,1,default=3,,,,19,1,,3,12X120G,,,PMP,,23.28,,,,,,1.25,,No Shipping class,
902706,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA MINI SOUR TUBE£1.25,CHUPA MINI SOUR TUBE£1.25,CHUPA MINI SOUR TUBE£1.25,1,1,,,,10,9.59,,,,chupa-mini-sour-tubeps125-902706,,,,1,default=4,,,,19,1,,4,12X120G,,,PMP,,23.28,,,,,,1.25,,No Shipping class,
26039,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA BEST OF VARIETY REFILL BAG,CHUPA BEST OF VARIETY REFILL BAG,CHUPA BEST OF VARIETY REFILL BAG,1,1,,,,10,12.99,,,,chupa-best-of-variety-refill-bag-26039,,,,1,default=3,,,,19,1,,0,120x12G,,,PLAIN,,48.04,,,,,,0.25,,No Shipping class,
98950,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA CHUPS WHEEL,CHUPA CHUPS WHEEL,CHUPA CHUPS WHEEL,1,1,,,,10,28.99,,,,chupa-chups-wheel-98950,,,,1,default=2,,,,19,1,,0,120X25P,,,PLAIN,,25.67,,,,,,0.39,,No Shipping class,
29779,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUIT-TELLA SUMMER FRUITS 41G,FRUIT-TELLA SUMMER FRUITS 41G,FRUIT-TELLA SUMMER FRUITS 41G,1,1,,,,10,11.99,,,,fruit-tella-summer-fruits-41g-29779,,,,1,default=15,,,,19,1,,1,40XSTICK,,,PLAIN,,44.66,,,,,,0.65,,No Shipping class,
23316,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA MINIS PM£1.25 12's,CHUPA MINIS PM£1.25 12's,CHUPA MINIS PM£1.25 12's,1,1,,,,10,7.99,,,,chupa-minis-pmps125-12s-23316,,,,1,default=5,,,,19,1,,5,12X72G,,,PMP,,36.08,,,,,,1.25,,No Shipping class,
145022,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS MINT BAGS PM £1.25,MENTOS MINT BAGS PM £1.25,MENTOS MINT BAGS PM £1.25,1,1,,,,10,8.59,,,,mentos-mint-bags-pm-ps125-145022,,,,1,default=4,,,,19,1,,4,12X135G,,,PMP,,31.28,,,,,,1.25,,No Shipping class,
145027,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUITTELLA SIMPLY STRAWBERRY BAG PM £1.25,FRUITTELLA SIMPLY STRAWBERRY BAG PM £1.25,FRUITTELLA SIMPLY STRAWBERRY BAG PM £1.25,1,1,,,,10,7.99,,,,fruittella-simply-strawberry-bag-pm-ps125-145027,,,,1,default=5,,,,19,1,,5,12x135GRM,,,PMP,,36.08,,,,,,1.25,,No Shipping class,
145028,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUITELLA SUMMER FRUTS BAG PM £1.25,FRUITELLA SUMMER FRUTS BAG PM £1.25,FRUITELLA SUMMER FRUTS BAG PM £1.25,1,1,,,,10,9.49,,,,fruitella-summer-fruts-bag-pm-ps125-145028,,,,1,default=4,,,,19,1,,4,12x135GRM,,,PMP,,24.08,,,,,,1.25,,No Shipping class,
145030,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUITELLA JUICY CHEWS BAG PM £1.25,FRUITELLA JUICY CHEWS BAG PM £1.25,FRUITELLA JUICY CHEWS BAG PM £1.25,1,1,,,,10,9.45,,,,fruitella-juicy-chews-bag-pm-ps125-145030,,,,1,default=5,,,,19,1,,5,12X135GRM,,,PMP,,24.4,,,,,,1.25,,No Shipping class,
145099,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,FRUITTELLA BERRIES & CHERRY VEGAN PM £1.25,FRUITTELLA BERRIES & CHERRY VEGAN PM £1.25,FRUITTELLA BERRIES & CHERRY VEGAN PM £1.25,1,1,,,,10,7.99,,,,fruittella-berries-cherry-vegan-pm-ps125-145099,,,,1,default=1,,,,19,1,,1,12X135G,,,PMP,,36.08,,,,,,1.25,,No Shipping class,
197065,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS MINT ROLLS,MENTOS MINT ROLLS,MENTOS MINT ROLLS,1,1,,,,10,15.29,,,,mentos-mint-rolls-197065,,,,1,default=9,,,,19,1,,1,40X38G,,,PLAIN,,29.43,,,,,,0.65,,No Shipping class,
197066,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS RAINBOW ROLLS,MENTOS RAINBOW ROLLS,MENTOS RAINBOW ROLLS,1,1,,,,10,15.29,,,,mentos-rainbow-rolls-197066,,,,1,default=15,,,,19,1,,1,40X38GRM,,,PLAIN,,29.43,,,,,,0.65,,No Shipping class,
197080,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS FANTA ROLLS,MENTOS FANTA ROLLS,MENTOS FANTA ROLLS,1,1,,,,10,15.29,,,,mentos-fanta-rolls-197080,,,,1,default=12,,,,19,1,,1,40X37.5G,,,PLAIN,,29.43,,,,,,0.65,,No Shipping class,
200468,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS FRUIT ROLLS,MENTOS FRUIT ROLLS,MENTOS FRUIT ROLLS,1,1,,,,10,15.29,,,,mentos-fruit-rolls-200468,,,,1,default=11,,,,19,1,,1,40X38GRM,,,PLAIN,,29.43,,,,,,0.65,,No Shipping class,
200469,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS SPEARMINT ROLLS,MENTOS SPEARMINT ROLLS,MENTOS SPEARMINT ROLLS,1,1,,,,10,15.29,,,,mentos-spearmint-rolls-200469,,,,1,default=2,,,,19,1,,0,40X38GRM,,,PLAIN,,29.43,,,,,,0.65,,No Shipping class,
145021,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS GUM FRESHMINT ROLL,MENTOS GUM FRESHMINT ROLL,MENTOS GUM FRESHMINT ROLL,1,1,,,,10,4.99,,,,mentos-gum-freshmint-roll-145021,,,,1,default=2,,,,19,1,,0,24X8PCS,,,PLAIN,,36.03,,,,,,0.39,,No Shipping class,
145026,,en,variant_family,simple,CONFECTIONERY/MINT,,MENTOS GUM SOUR STRAWBERRY,MENTOS GUM SOUR STRAWBERRY,MENTOS GUM SOUR STRAWBERRY,1,1,,,,10,5.99,,,,mentos-gum-sour-strawberry-145026,,,,1,default=2,,,,19,1,,2,10X30G,,,PLAIN,,34.06,,,,,,1.09,,No Shipping class,
146270,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA CHUPS FR-OOZE POP,CHUPA CHUPS FR-OOZE POP,CHUPA CHUPS FR-OOZE POP,1,1,,,,10,6.85,,,,chupa-chups-fr-ooze-pop-146270,,,,1,default=4,,,,19,1,,0,12X26G,,,PLAIN,,46.9,,,,,,1.29,,No Shipping class,
146280,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA BABOL SOFT GUM STRAWBERRY,CHUPA BABOL SOFT GUM STRAWBERRY,CHUPA BABOL SOFT GUM STRAWBERRY,1,1,,,,10,5.45,,,,chupa-babol-soft-gum-strawberry-146280,,,,1,default=16,,,,19,1,,0,20X28GRM,,,PLAIN,,33.27,,,,,,0.49,,No Shipping class,
146281,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA BABOL TONGUE PAINTER,CHUPA BABOL TONGUE PAINTER,CHUPA BABOL TONGUE PAINTER,1,1,,,,10,5.45,,,,chupa-babol-tongue-painter-146281,,,,1,default=67,,,,19,1,,2,20X27.6G,,,PLAIN,,33.27,,,,,,0.49,,No Shipping class,
146285,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA BABOL SOFT GUM TUTTIFRUTTI,CHUPA BABOL SOFT GUM TUTTIFRUTTI,CHUPA BABOL SOFT GUM TUTTIFRUTTI,1,1,,,,10,5.45,,,,chupa-babol-soft-gum-tuttifrutti-146285,,,,1,default=61,,,,19,1,,2,20X27.6G,,,PLAIN,,33.27,,,,,,0.49,,No Shipping class,
900534,,en,variant_family,configurable,CONFECTIONERY/SWEET BAGS,,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,1,1,,,,,,,,,chupa-chups-sour-bag-900534,,,,,,,,,,,,0,,,,PLAIN,,19.53,,,,,,0.19,,No Shipping class,"sku=900534a,pack_size=Pack 1|sku=900534c,pack_size=Pack 2"
900534a,900534,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,1,0,,,,10,15.29,,,,chupa-chups-sour-bag-900534a,,,,1,default=3,,,,19,1,,0,120X12 G,,,PLAIN,,19.53,,,,,,0.19,,No Shipping class,
900534c,900534,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,CHUPA CHUPS SOUR BAG,1,0,,,,10,91.79,,,,chupa-chups-sour-bag-900534c,,,,1,default=3,,,,19,1,,0,6X120X12 G,6,,PLAIN,,19.53,,,,,,0.19,,No Shipping class,
900698,,en,variant_family,simple,CONFECTIONERY/SEASONAL,,FRUITTELLA PMP DUO STIX PMP£1.25,FRUITTELLA PMP DUO STIX PMP£1.25,FRUITTELLA PMP DUO STIX PMP£1.25,1,1,,,,10,9.99,,,,fruittella-pmp-duo-stix-pmpps125-900698,,,,1,default=4,,,,19,1,,4,12X135G,,,PMP,,20.08,,,,,,1.25,,No Shipping class,
62558,,en,variant_family,simple,BISCUITS/BISCUITES,,BELVITA SOFT CHIP CHOP PMP£.69P,BELVITA SOFT CHIP CHOP PMP£.69P,BELVITA SOFT CHIP CHOP PMP£.69P,1,1,,,,10,7.99,,,,belvita-soft-chip-chop-pmpps69p-62558,,,,1,default=6,,,,19,3,,6,20x50GM,,,PMP,,42.1,,,,,,0.69,,No Shipping class,
91299,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,***CADBURY ORANGE BUTTONS BAGPM£1.50,***CADBURY ORANGE BUTTONS BAGPM£1.50,***CADBURY ORANGE BUTTONS BAGPM£1.50,1,1,,,,10,9.99,,,,cadbury-orange-buttons-bagpmps150-91299,,,,1,default=6,,,,19,1,,6,10X85G,,,PMP,,20.08,,,,,,1.5,,No Shipping class,
284106,,en,variant_family,simple,BISCUITS/BISCUITES,,***OREO GOLDEN CRUNCH PMP£1.19,***OREO GOLDEN CRUNCH PMP£1.19,***OREO GOLDEN CRUNCH PMP£1.19,1,1,,,,10,13.49,,,,oreo-golden-crunch-pmpps119-284106,,,,1,default=1,,,,19,3,,1,16X154GM,,,PMP,,29.15,,,,,,1.19,,No Shipping class,
902140,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,MAYNARDS WINE GUMS£1.35PMP,MAYNARDS WINE GUMS£1.35PMP,MAYNARDS WINE GUMS£1.35PMP,1,1,,,,10,7.49,,,,maynards-wine-gumsps135pmp-902140,,,,1,default=7,,,,19,1,,7,10x130G,,,PMP,,33.42,,,,,,1.35,,No Shipping class,
902141,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,MAYNARDS JELLY BABIES£1.35PMP,MAYNARDS JELLY BABIES£1.35PMP,MAYNARDS JELLY BABIES£1.35PMP,1,1,,,,10,7.49,,,,maynards-jelly-babiesps135pmp-902141,,,,1,default=6,,,,19,1,,6,10x130G,,,PMP,,33.42,,,,,,1.35,,No Shipping class,
902142,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,MAYNARDS FIZZY FISH £1.35,MAYNARDS FIZZY FISH £1.35,MAYNARDS FIZZY FISH £1.35,1,1,,,,10,9.29,,,,maynards-fizzy-fish-ps135-902142,,,,1,default=13,,,,19,1,,13,12X130G,,,PMP,,31.19,,,,,,1.35,,No Shipping class,
902162,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CADBURY CRUNCHIE MELTS PM£1.65,CADBURY CRUNCHIE MELTS PM£1.65,CADBURY CRUNCHIE MELTS PM£1.65,1,1,,,,10,13.49,,,,cadbury-crunchie-melts-pmps165-902162,,,,1,default=6,,,,19,3,,6,12x156G,,,PMP,,24.55,,,,,,1.49,,No Shipping class,
902214,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,MAYNARDS LIQUORICE ALLSORT PMP1.35,MAYNARDS LIQUORICE ALLSORT PMP1.35,MAYNARDS LIQUORICE ALLSORT PMP1.35,1,1,,,,10,7.49,,,,maynards-liquorice-allsort-pmp135-902214,,,,1,default=7,,,,19,1,,7,10X130G,,,PMP,,33.42,,,,,,1.35,,No Shipping class,
902283,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,CADBURY BOOST DUO,CADBURY BOOST DUO,CADBURY BOOST DUO,1,1,,,,10,17.99,,,,cadbury-boost-duo-902283,,,,1,default=3,,,,19,1,,3,32X63G,,,PLAIN,,38.67,,,,,,1.1,,No Shipping class,
902464,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,MILKY WAY MAGIC STARS PMP75P,MILKY WAY MAGIC STARS PMP75P,MILKY WAY MAGIC STARS PMP75P,1,1,,,,10,16.99,,,,milky-way-magic-stars-pmp75p-902464,,,,1,default=4,,,,19,1,,4,36X33G,,,PMP,,24.49,,,,,,0.75,,No Shipping class,
902532,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,CADBURY BRUNCH CHOCHIP PM£1.39,CADBURY BRUNCH CHOCHIP PM£1.39,CADBURY BRUNCH CHOCHIP PM£1.39,1,1,,,,10,6.59,,,,cadbury-brunch-chochip-pmps139-902532,,,,1,default=7,,,,19,1,,7,8X140G,,,PMP,,28.88,,,,,,1.39,,No Shipping class,
902553,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,MAYNARDS WINE GUMS PM£.69,MAYNARDS WINE GUMS PM£.69,MAYNARDS WINE GUMS PM£.69,1,1,,,,10,16.29,,,,maynards-wine-gums-pmps69-902553,,,,1,default=7,,,,19,1,,7,40X52G,,,PMP,,29.17,,,,,,0.69,,No Shipping class,
902584,,en,variant_family,configurable,CONFECTIONERY/CHOCOLATES,,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,1,1,,,,,,,,,lindor-assorted-cornet-902584,,,,,,,,,,,,1,,,,PLAIN,,28.07,,,,,,6.49,,No Shipping class,"sku=902584a,pack_size=Pack 1|sku=902584c,pack_size=Pack 2"
902584a,902584,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,1,0,,,,10,3.89,,,,lindor-assorted-cornet-902584a,,,,1,default=13,,,,19,1,,1,1X200G,,,PLAIN,,28.07,,,,,,6.49,,No Shipping class,
902584c,902584,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,LINDOR ASSORTED CORNET,1,0,,,,10,30.99,,,,lindor-assorted-cornet-902584c,,,,1,default=13,,,,19,1,,1,8X1X200G,8,,PLAIN,,28.07,,,,,,6.49,,No Shipping class,
902609,,en,variant_family,simple,BISCUITS/BISCUITES,,OREO GOLDEN CRUNCH PMP£1.29,OREO GOLDEN CRUNCH PMP£1.29,OREO GOLDEN CRUNCH PMP£1.29,1,1,,,,10,12.99,12.79,2025-05-05,2025-11-05,oreo-golden-crunch-pmpps129-902609,,,,1,default=5,,,,19,3,,5,16X154GRM,,,PMP,,37.06,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.29,,No Shipping class,
902610,,en,variant_family,simple,BISCUITS/BISCUITES,,OREO ORIGINAL VANILLAPM £1.29,OREO ORIGINAL VANILLAPM £1.29,OREO ORIGINAL VANILLAPM £1.29,1,1,,,,10,12.99,12.79,2025-05-05,2025-11-05,oreo-original-vanillapm-ps129-902610,,,,1,default=16,,,,19,3,,16,16x154GRM,,,PMP,,37.06,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.29,,No Shipping class,
902612,,en,variant_family,simple,BISCUITS/CONTINENTAL BISCUITES,,OREO DOUBLE CREAM PM1.29,OREO DOUBLE CREAM PM1.29,OREO DOUBLE CREAM PM1.29,1,1,,,,10,12.99,12.79,2025-05-05,2025-11-05,oreo-double-cream-pm129-902612,,,,1,default=11,,,,19,3,,11,16x157G,,,PMP,,37.06,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,1.29,,No Shipping class,
