sku,parent_sku,locale,attribute_family_code,type,categories,images,name,description,short_description,status,visible_individually,length,width,height,weight,price,special_price,special_price_from,special_price_to,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,tax_status,tax_category_id,global_unique_id,cases_in_stock,custom_product_subtitle,pack_quantity,low_stock_amount,pmp_or_not,max_order,por_percentage,product_size,prom_id,prom_start,promo_end,total_sales,rrp_price,outer_pack_size,shipping_class,configurable_variants
111130c,111130,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,***JAIMIN THIN SEV PACK 4X6,***JAIMIN THIN SEV PACK 4X6,***JAIMIN THIN SEV PACK 4X6,1,0,,,,10,21.99,,,,jaimin-thin-sev-pack-4x6-111130c,,,,1,default=1,,,,19,3,,0,4X6X200G,4,,PLAIN,,24.51,,,,,,1.19,,No Shipping class,
111132,,en,variant_family,configurable,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,1,1,,,,,,,,,jaimin-moong-dal-pack-4x6-111132,,,,,,,,,,,,0,,,,PLAIN,,24.51,,,,,,1.19,,No Shipping class,"sku=111132a,pack_size=Pack 1|sku=111132c,pack_size=Pack 2"
111132a,111132,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,1,0,,,,10,5.39,,,,jaimin-moong-dal-pack-4x6-111132a,,,,1,default=2,,,,19,3,,0,6X200G,,,PLAIN,,24.51,,,,,,1.19,,No Shipping class,
111132c,111132,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,JAIMIN MOONG DAL PACK 4X6,1,0,,,,10,21.99,,,,jaimin-moong-dal-pack-4x6-111132c,,,,1,default=2,,,,19,3,,0,4X6X200G,4,,PLAIN,,24.51,,,,,,1.19,,No Shipping class,
111138,,en,variant_family,configurable,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,1,1,,,,,,,,,jaimin-jeera-bhakhri-111138,,,,,,,,,,,,0,,,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,"sku=111138a,pack_size=Pack 1|sku=111138c,pack_size=Pack 2"
111138a,111138,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,1,0,,,,10,0.89,,,,jaimin-jeera-bhakhri-111138a,,,,1,default=26,,,,19,3,,0,1X250G,,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,
111138c,111138,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,JAIMIN JEERA BHAKHRI,1,0,,,,10,26.99,,,,jaimin-jeera-bhakhri-111138c,,,,1,default=26,,,,19,3,,0,30X1X250G,30,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,
111140,,en,variant_family,configurable,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,1,1,,,,,,,,,jaimin-masala-bhakhri-111140,,,,,,,,,,,,0,,,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,"sku=111140a,pack_size=Pack 1|sku=111140c,pack_size=Pack 2"
111140a,111140,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,1,0,,,,10,0.89,,,,jaimin-masala-bhakhri-111140a,,,,1,default=16,,,,19,3,,0,1X250G,,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,
111140c,111140,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,JAIMIN MASALA BHAKHRI,1,0,,,,10,26.99,,,,jaimin-masala-bhakhri-111140c,,,,1,default=16,,,,19,3,,0,30X1X250G,30,,PLAIN,,25.21,,,,,,1.19,,No Shipping class,
111143,,en,variant_family,configurable,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,1,1,,,,,,,,,jaimin-bikaneri-papad-pack-4x10-111143,,,,,,,,,,,,0,,,,PLAIN,,43.02,,,,,,1.49,,No Shipping class,"sku=111143a,pack_size=Pack 1|sku=111143c,pack_size=Pack 2"
111143a,111143,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,1,0,,,,10,8.49,,,,jaimin-bikaneri-papad-pack-4x10-111143a,,,,1,default=2,,,,19,3,,0,10X200G,,,PLAIN,,43.02,,,,,,1.49,,No Shipping class,
111143c,111143,en,variant_family,simple,CRISPS AND SNACKS/ETHNIC SNACKS,,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,JAIMIN BIKANERI PAPAD PACK 4X10,1,0,,,,10,33.99,,,,jaimin-bikaneri-papad-pack-4x10-111143c,,,,1,default=2,,,,19,3,,0,4X10X200G,4,,PLAIN,,43.02,,,,,,1.49,,No Shipping class,
24512,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,KIT KAT 2 FINGER MILK PM£1.25 5PK,KIT KAT 2 FINGER MILK PM£1.25 5PK,KIT KAT 2 FINGER MILK PM£1.25 5PK,1,1,,,,10,14.99,,,,kit-kat-2-finger-milk-pmps125-5pk-24512,,,,1,default=7,,,,19,1,,7,18x103.5G,,,PMP,,20.05,,,,,,1.25,,No Shipping class,
134720,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,KITKAT 4 FINGER,KITKAT 4 FINGER,KITKAT 4 FINGER,1,1,,,,10,15.49,,,,kitkat-4-finger-134720,,,,1,default=3,,,,19,1,,3,24x41.5G,,,PLAIN,,22.55,,,,,,1,,No Shipping class,
135101,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,***KIT KAT 4 FINGER MILK 3PK PM£1.35,***KIT KAT 4 FINGER MILK 3PK PM£1.35,***KIT KAT 4 FINGER MILK 3PK PM£1.35,1,1,,,,10,19.29,,,,kit-kat-4-finger-milk-3pk-pmps135-135101,,,,1,default=1,,,,19,1,,1,20X41.5G,,,PMP,,14.27,,,,,,1.35,,No Shipping class,
901646,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,YORKIE DUO HONEYCOMB,YORKIE DUO HONEYCOMB,YORKIE DUO HONEYCOMB,1,1,,,,10,16.59,,,,yorkie-duo-honeycomb-901646,,,,1,default=5,,,,19,1,,5,24X66G,,,PLAIN,,44.33,,,,,,1.49,,No Shipping class,
902206,,en,variant_family,simple,WATER/STILL WATER,,GLACEAU SMART WATER,GLACEAU SMART WATER,GLACEAU SMART WATER,1,1,,,,10,6.99,,,,glaceau-smart-water-902206,,,,1,default=16,,,,19,1,,16,1x24x600ML,,,PLAIN,10,49.35,,,,,,0.69,,No Shipping class,
902374,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,NESTLE YORKIE RAISIN & BISCUITS PMP£75P,NESTLE YORKIE RAISIN & BISCUITS PMP£75P,NESTLE YORKIE RAISIN & BISCUITS PMP£75P,1,1,,,,10,8.49,,,,nestle-yorkie-raisin-biscuits-pmpps75p-902374,,,,1,default=7,,,,19,1,,7,24X44G,,,PMP,,43.4,,,,,,0.75,,No Shipping class,
902503,,en,variant_family,simple,HOT DRINKS/COFFEE,,NDG AMERICANO 12 CAP PMP,NDG AMERICANO 12 CAP PMP,NDG AMERICANO 12 CAP PMP,1,1,,,,10,8.99,,,,ndg-americano-12-cap-pmp-902503,,,,1,default=2,,,,19,1,,2,3X102G,,,PMP,,39.97,,,,,,5.99,,No Shipping class,
903022,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,AERO CHOCO HAZELNUT BLOCK PM£1.50,AERO CHOCO HAZELNUT BLOCK PM£1.50,AERO CHOCO HAZELNUT BLOCK PM£1.50,1,1,,,,10,14.49,,,,aero-choco-hazelnut-block-pmps150-903022,,,,1,default=6,,,,19,1,,6,15X90G,,,PMP,,22.72,,,,,,1.5,,No Shipping class,
903180,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,KIT KAT CHUNKY MULTIPACK£1.50,KIT KAT CHUNKY MULTIPACK£1.50,KIT KAT CHUNKY MULTIPACK£1.50,1,1,,,,10,25.09,,,,kit-kat-chunky-multipackps150-903180,,,,1,default=8,,,,19,1,,8,24X32G,,,PMP,,16.37,,,,,,1.5,,No Shipping class,
903325,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,AERO ORANGE BLOCK £1.50 PMP,AERO ORANGE BLOCK £1.50 PMP,AERO ORANGE BLOCK £1.50 PMP,1,1,,,,10,12.99,,,,aero-orange-block-ps150-pmp-903325,,,,1,default=4,,,,19,1,,4,15x1,,,PMP,,30.72,,,,,,1.5,,No Shipping class,
903327,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,AERO MELTS MILK CHOC £1.50 PMP,AERO MELTS MILK CHOC £1.50 PMP,AERO MELTS MILK CHOC £1.50 PMP,1,1,,,,10,9.99,,,,aero-melts-milk-choc-ps150-pmp-903327,,,,1,default=6,,,,19,1,,6,12x1,,,PMP,,33.4,,,,,,1.5,,No Shipping class,
903360,,en,variant_family,simple,CONFECTIONERY/SWEET BAGS,,NESTLE FRUIT PASTILLES £1.25 PMP,NESTLE FRUIT PASTILLES £1.25 PMP,NESTLE FRUIT PASTILLES £1.25 PMP,1,1,,,,10,7.99,,,,nestle-fruit-pastilles-ps125-pmp-903360,,,,1,default=2,,,,19,1,,2,10x1,,,PMP,,23.3,,,,,,1.25,,No Shipping class,
903410,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,MILKYBAR GOLD BAR £1.50,MILKYBAR GOLD BAR £1.50,MILKYBAR GOLD BAR £1.50,1,1,,,,10,16.49,,,,milkybar-gold-bar-ps150-903410,,,,1,default=8,,,,19,1,,8,20X90G,,,PMP,,34.04,,,,,,1.5,,No Shipping class,
903443,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,MILKYBAR KID 30P PMP,MILKYBAR KID 30P PMP,MILKYBAR KID 30P PMP,1,1,,,,10,9.99,,,,milkybar-kid-30p-pmp-903443,,,,1,default=5,,,,19,1,,5,54x12G,,,PMP,,26,,,,,,0.3,,No Shipping class,
903445,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,FRUIT PASTILLES VEGAN 60P PMP,FRUIT PASTILLES VEGAN 60P PMP,FRUIT PASTILLES VEGAN 60P PMP,1,1,,,,10,10.99,,,,fruit-pastilles-vegan-60p-pmp-903445,,,,1,default=2,,,,19,1,,2,32X48G,,,PMP,,31.31,,,,,,0.6,,No Shipping class,
903676,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,ROWNTREES JELLY TOTS TANGY POUCH,ROWNTREES JELLY TOTS TANGY POUCH,ROWNTREES JELLY TOTS TANGY POUCH,1,1,,,,10,11.49,,,,rowntrees-jelly-tots-tangy-pouch-903676,,,,1,default=5,,,,19,1,,5,10x140G,,,PLAIN,,34.03,,,,,,2.09,,No Shipping class,
903677,,en,variant_family,simple,CONFECTIONERY/CHOCOLATES,,ROWNTREES PICK & MIX POUCH VEGAN,ROWNTREES PICK & MIX POUCH VEGAN,ROWNTREES PICK & MIX POUCH VEGAN,1,1,,,,10,11.49,,,,rowntrees-pick-mix-pouch-vegan-903677,,,,1,default=5,,,,19,1,,5,10x150G,,,PLAIN,,34.03,,,,,,2.09,,No Shipping class,
