item,VAT,hierarchy1,hierarchy2,description,,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Retail Ean 1,Retail Ean 2,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type,Brand,Size,Clearance stock in  number,Clerance pack size,Clearance Price,Product pack 1 in layer,Product pack 1 in Pallet,Product location in warehouse,Product pack 1 weight,Product pack 1 dimansion in cm,Product pack 1 volumetric weight
901348,A,3,3002,JOHNNIE WALKER BLACK LABEL MINI,,12X5CL,7,0,,,,,,,26.19,16,415.99,,,,,,,,,,,,,3.49,24.96,PLAIN,VARIENT,,,,,,,,,,,
901352,A,1,1004,KOPPARBERG CIDER STRAW & LIME CANS,,10X330ML,2,2,,,,,,,9.99,,,,,,,,,,,,,,,1.69,29.07,PLAIN,SINGLE,,,,,,,,,,,
901353,A,1,1004,KOPPARBERG MIXED FRUIT CIDER,,15X500ML,9,9,,,,,,,23.49,,,,,,,,,,,,,,,2.49,24.53,PLAIN,SINGLE,,,,,,,,,,,
123067,A,2,2005,TAYLORS LBV PORT 20%,,6X75CL,1,1,,,,,,,64.79,,,,,,,,,,,,,,,15.99,18.96,PLAIN,SINGLE,,,,,,,,,,,
901355,A,1,1004,KOPPARBERG RASPBERRY CIDER,,15X500ML,13,13,,,,,,,22.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,18.99,,,,,,2.49,26.14,PLAIN,SINGLE,,,,,,,,,,,
19784,A,2,2005,BUCKFAST TONIC WINE,,12x75CL,6,6,,,,,,,86.99,,,,,,,,,,,,,,,10.99,20.85,PLAIN,SINGLE,,,,,,,,,,,
901356,A,2,2004,LAURENT PERRIER ROSE CHAMPAGNE,,1X75CL,12,2,,,,,,,49.99,6,299.89,,,,,,,,,,,,,76.49,21.57,PLAIN,VARIENT,,,,,,,,,,,
901357,A,3,3006,LUXARDO AMARETTO,,1X70CL,6,1,,,,,,,12.49,6,74.89,,,,,,,,,,,,,19.99,25.02,PLAIN,VARIENT,,,,,,,,,,,
901358,A,3,3006,LUXARDO SAMBUCA,,1X70CL,14,2,,,,,,,12.19,6,72.49,,,,,,,,,,,,,18.99,22.97,PLAIN,VARIENT,,,,,,,,,,,
901362,A,3,3006,METAXA 5-STAR LIQUER,,1X70CL,12,2,,,,,,,15.59,6,92.99,,,,,,,,,,,,,23.99,22.02,PLAIN,VARIENT,,,,,,,,,,,
901363,A,3,3006,METAXA 7-STAR LIQUER,,1X70CL,11,1,,,,,,,18.29,6,108.99,,,,,,,,,,,,,27.99,21.59,PLAIN,VARIENT,,,,,,,,,,,
901364,A,2,2004,MOET & CHANDON IMPERIAL ROSE CHAMPA,,1X75CL,10,1,,,,,,,34.99,6,205.99,,,,,,,,,,,,,52.99,20.76,PLAIN,VARIENT,,,,,,,,,,,
901366,A,1,1003,PERONI NASTRO AZZURRO CAN 6x4,,6X440ML,10,10,,,,,,,25.89,,,,,,,,,,,,,,,6.99,25.92,PLAIN,SINGLE,,,,,,,,,,,
901367,A,1,1002,OLD SPECKLED HEN NRB,,12X500ML,3,3,,,,,,,14.99,,,,,,,,,,,,,,,1.99,24.67,PLAIN,SINGLE,,,,,,,,,,,
901369,A,3,3006,PATRON ANJEO TEQUILA,,1X70CL,9,1,,,,,,,38.99,6,232.99,,,,,,,,,,,,,57.99,19.32,PLAIN,VARIENT,,,,,,,,,,,
901370,A,3,3006,PATRON RESPOSADO TEQUILA,,1X70CL,7,1,,,,,,,38.49,6,227.99,,,,,,,,,,,,,56.99,18.95,PLAIN,VARIENT,,,,,,,,,,,
901371,A,3,3006,PATRON SILVER TEQUILA,,1X70CL,16,2,,,,,,,33.29,6,198.99,,,,,,,,,,,,,46.99,14.99,PLAIN,VARIENT,,,,,,,,,,,
901378,A,1,1005,SMIRNOFF ICE RED,,24x275ML,11,11,,,,,,,23.49,,,,,,,,,,,,,,,1.49,21.17,PLAIN,SINGLE,,,,,,,,,,,
29766,A,2,2004,BOLLINGER SPECIAL CUVEE NV CHAMPAGN,,1X75CL,8,1,,,,,,,34.99,6,209.79,,,,,,,,,,,,,51.99,19.24,PLAIN,VARIENT,,,,,,,,,,,
36233,A,2,2004,TAITTINGER BRUT RESERVE CHAMPAGNE,,1X75CL,6,1,,,,,,,29.99,6,169.99,,,,,,,,,,,,,42.99,16.29,PLAIN,VARIENT,,,,,,,,,,,
101412,A,2,2004,LANSON BLACK LABEL BRUT CHAMPAGNE,,1X75CL,15,2,,,,,,,22.99,6,134.99,,,,,,,,,,,,,33.99,18.83,PLAIN,VARIENT,,,,,,,,,,,
103712,A,2,2004,MOET CHANDON CHAMPAGNE NV,,1X75CL,10,1,,,,,,,29.99,6,179.89,,,,,,,,,,,,,44.36,18.87,PLAIN,VARIENT,,,,,,,,,,,
103714,A,2,2004,VEUVE CLICQUOT YELLOW LABEL CHAMPAGNE,,1X75CL,12,2,,,,,,,34.99,6,206.99,,,,,,,,,,,,,51.99,19.24,PLAIN,VARIENT,,,,,,,,,,,
36528,A,2,2001,I HEART MARLBOROUGH SAUVIGNON BLANC,,6X75CL,3,3,,,,,,,39.99,,,,,,,,,,,,,,,10.49,23.76,PLAIN,SINGLE,,,,,,,,,,,
130196,A,2,2002,I HEART SHIRAZ,,6X75CL,6,6,,,,,,,27.99,,,,,,,,,,,,,,,6.99,19.91,PLAIN,SINGLE,,,,,,,,,,,
130197,A,2,2001,I HEART CHARDONNAY,,6X75CL,5,5,,,,,,,27.99,,,,,,,,,,,,,,,7.99,29.94,PLAIN,SINGLE,,,,,,,,,,,
130198,A,2,2003,I HEART ROSE,,6X75CL,5,5,,,,,,,27.99,,,,,,,,,,,,,,,6.99,19.91,PLAIN,SINGLE,,,,,,,,,,,
130428,A,2,2001,I HEART PINOT GRIGIO,,6X75CL,4,4,,,,,,,27.99,,,,,,,,,,,,,,,7.99,29.94,PLAIN,SINGLE,,,,,,,,,,,
130508,A,2,2002,I HEART MERLOT,,6X75CL,5,5,,,,,,,27.99,,,,,,,,,,,,,,,6.99,19.91,PLAIN,SINGLE,,,,,,,,,,,
130575,A,2,2001,I HEART SAUVIGNON BLANC,,6X75CL,8,8,,,,,,,27.99,,,,,,,,,,,,,,,6.99,19.91,PLAIN,SINGLE,,,,,,,,,,,
130576,A,2,2004,I HEART PROSECCO ORIGIN WINE,,1X75CL,276,46,,,,,,,6.19,6,35.49,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,33.79,,,,14.99,50.45,PLAIN,VARIENT,,,,,,,,,,,
130578,A,2,2004,I HEART ASTI,,6X75CL,8,8,,,,,,,34.99,,,,,,,,,,,,,,,9.99,29.95,PLAIN,SINGLE,,,,,,,,,,,
132373,A,2,2004,I HEART PROSECCO ROSE,,6X75CL,3,3,,,,,,,40.49,,,,,,,,,,,,,,,10.35,21.76,PLAIN,SINGLE,,,,,,,,,,,
132375,A,2,2004,FREIXENET PROSECCO 11%,,12X20CL,2,2,,,,,,,30.99,,,,,,,,,,,,,,,6.99,55.67,PLAIN,SINGLE,,,,,,,,,,,
136575,A,2,2004,FREIXNET SPARKLING ITALIAN ROSE,,1X75CL,12,2,,,,,,,7.99,6,46.99,,,,,,,,,,,,,11.99,20.03,PLAIN,VARIENT,,,,,,,,,,,
171895,A,2,2004,FREIXNET PROSECCO DOC,,6X75CL,3,3,,,,,,,48.99,,,,,,,,,,,,,,,11.99,18.28,PLAIN,SINGLE,,,,,,,,,,,
901382,A,3,3003,SMIRNOFF VODKA RED,,1X1LTR,41,6,,,,,,,16.69,6,98.99,,,,,,,,,,,,,25.99,22.94,PLAIN,VARIENT,,,,,,,,,,,
901387,A,1,1003,STELLA ARTOIS CANS PMP �7.59 6x4 PACK,,6X568ML,163,163,,,,,,,24.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,24.49,,,,,,7.59,34.15,PMP,SINGLE,,,,,,,,,,,
901388,A,1,1004,STRONGBOW CLOUDY APPLE 4PK,,6x440ML,7,7,,,,,,,21.49,,,,,,,,,,,,,,,5.49,21.71,PLAIN,SINGLE,,,,,,,,,,,
901389,A,1,1004,STRONGBOW DARK FRUIT (1x10x440ML),,1X440ML,4,4,,,,,,,8.99,,,,,,,,,,,,,,,12.99,16.95,PLAIN,SINGLE,,,,,,,,,,,
901391,A,3,3001,TANQUERAY LONDON GIN,,1X70CL,12,2,,,,,,,14.99,6,88.99,,,,,,,,,,,,,22.99,21.76,PLAIN,VARIENT,,,,,,,,,,,
901392,A,3,3006,TEQUILA ROSE STRAWBERRY CREAM LIQUEUR,,1X70CL,55,9,,,,,,,11.59,6,68.99,,,,,,,,,,,,,17.99,22.69,PLAIN,VARIENT,,,,,,,,,,,
29933,A,2,2001,OYSTER BAY CHARDONNAY,,6X75CL,3,3,,,,,,,43.99,,,,,,,,,,,,,,,10.9,19.28,PLAIN,SINGLE,,,,,,,,,,,
29934,A,2,2001,OYSTER BAY SAUVIGNON BLANC,,6X75CL,30,30,,,,,,,41.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,40.99,,,,,,10.99,23.77,PLAIN,SINGLE,,,,,,,,,,,
29935,A,2,2002,OYSTER BAY MERLOT,,6x75CL,3,3,,,,,,,43.99,,,,,,,,,,,,,,,10.49,16.13,PLAIN,SINGLE,,,,,,,,,,,
901393,A,2,2005,WHA GWAN MELON CHERRY TONIC,,12X330ML,6,6,,,,,,,29.99,,,,,,,,,,,,,,,3.99,24.84,PLAIN,SINGLE,,,,,,,,,,,
901394,A,2,2005,WHA GWAN PINEAPPLE & COCONUT TONIC,,12x200ML,3,3,,,,,,,29.99,,,,,,,,,,,,,,,4.29,30.09,PLAIN,SINGLE,,,,,,,,,,,
190153,A,2,2001,TORRES VINA SOL WHITE WINE,,6X75CL,3,3,,,,,,,33.89,,,,,,,,,,,,,,,7.99,15.17,PLAIN,SINGLE,,,,,,,,,,,
21609,A,1,1005,***MALIBU S/B DAIQUIRI 5%,,12X25CL,15,15,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE,,,,,,,,,,,
92880,A,2,2003,J P CHENET GRENACHE ROSE,,6X75CL,3,3,,,,,,,29.99,,,,,,,,,,,,,,,7.49,19.92,PLAIN,SINGLE,,,,,,,,,,,
136441,A,2,2003,ISLA NEGRA ROSE,,6X75CL,5,5,,,,,,,24.99,,,,,,,,,,,,,,,6.2,19.39,PLAIN,SINGLE,,,,,,,,,,,
136442,A,2,2001,ISLA NEGRA SAUVIGNON BLANC,,6X75CL,5,5,,,,,,,24.99,,,,,,,,,,,,,,,6.2,19.39,PLAIN,SINGLE,,,,,,,,,,,
136446,A,2,2002,ISLA NEGRA MERLOT,,6X75CL,4,4,,,,,,,24.99,,,,,,,,,,,,,,,6.49,22.99,PLAIN,SINGLE,,,,,,,,,,,
136447,A,2,2001,ISLA NEGRA CHARDONNAY,,6X75CL,6,6,,,,,,,24.99,,,,,,,,,,,,,,,6.49,22.99,PLAIN,SINGLE,,,,,,,,,,,
138329,A,2,2002,CASILLERO CABERNET SAUVIGNON,,6X75CL,20,20,,,,,,,33.79,,,,,,,,,,,,,,,8.99,24.83,PLAIN,SINGLE,,,,,,,,,,,
138330,A,2,2003,CASILLERO ROSE,,6X75CL,10,10,,,,,,,33.79,,,,,,,,,,,,,,,8.07,16.26,PLAIN,SINGLE,,,,,,,,,,,
138333,A,2,2001,CASILLERO PINOT GRIGIO,,6X75CL,18,18,,,,,,,33.79,,,,,,,,,,,,,,,8.35,19.07,PLAIN,SINGLE,,,,,,,,,,,
138337,A,2,2002,CASILLERO MALBEC,,6x75CL,19,19,,,,,,,33.79,,,,,,,,,,,,,,,8.07,16.26,PLAIN,SINGLE,,,,,,,,,,,
138359,A,2,2002,CASILLERO MERLOT,,6X75CL,19,19,,,,,,,33.79,,,,,,,,,,,,,,,8.99,24.83,PLAIN,SINGLE,,,,,,,,,,,
30166,A,2,2002,BOSCHENDAL 1685 MERLOT,,6X75CL,1,1,,,,,,,41.99,,,,,,,,,,,,,,,10.99,23.59,PLAIN,SINGLE,,,,,,,,,,,
31225,Z,18,18006,GLENRYCK PILCHARDS IN TOMATO,,12X400GRM,1,1,,,,,,,16.29,,,,,,,,,,,,,,,1.59,14.62,PLAIN,SINGLE,,,,,,,,,,,
36458,A,2,2003,CANALETO PINOT GRITIO ROSE,,6X75CL,4,4,,,,,,,23.99,,,,,,,,,,,,,,,5.99,19.9,PLAIN,SINGLE,,,,,,,,,,,
36459,A,2,2003,FRENCH CONNECTION ROSE,,1X75CL,6,1,,,,,,,3.99,6,23.99,,,,,,,,,,,,,5.99,20.07,PLAIN,VARIENT,,,,,,,,,,,
130025,A,2,2003,SHY PIG BLUSH,,6X75CL,7,7,,,,,,,23.29,,,,,,,,,,,,,,,6.38,26.99,PLAIN,SINGLE,,,,,,,,,,,
130026,A,2,2002,SHY PIG JUICY RED,,6X75CL,6,6,,,,,,,23.29,,,,,,,,,,,,,,,6.15,24.26,PLAIN,SINGLE,,,,,,,,,,,
130308,A,2,2003,STRAW HAT ROSE WINE 11%,,6X75CL,15,15,,,,,,,24.65,,,,,,,,,,,,,,,6.35,22.36,PLAIN,SINGLE,,,,,,,,,,,
137112,A,2,2001,TRIVENTO RESERVA PINOT GRIGIO,,6X75CL,2,2,,,,,,,32.99,,,,,,,,,,,,,,,7.99,17.42,PLAIN,SINGLE,,,,,,,,,,,
137663,A,2,2003,TRIVENTO RESERVA MALBEC ROSE,,6X75CL,1,1,,,,,,,33.99,,,,,,,,,,,,,,,8.99,24.38,PLAIN,SINGLE,,,,,,,,,,,
137332,A,2,2002,TRIVENTO RESERVA MALBEC,,6X75CL,8,8,,,,,,,32.99,,,,,,,,,,,,,,,7.99,17.42,PLAIN,SINGLE,,,,,,,,,,,
34259,A,2,2001,VINA MAIPO CLASSIC CHARDONNAY,,6X75CL,1,1,,,,,,,23.99,,,,,,,,,,,,,,,6.49,26.07,PLAIN,SINGLE,,,,,,,,,,,
134256,A,2,2002,VINA MAIPO CLASSIC MERLOT,,6X75CL,12,12,,,,,,,23.99,,,,,,,,,,,,,,,6.49,26.07,PLAIN,SINGLE,,,,,,,,,,,
136528,A,2,2002,VINA MAIPO CLASSIC SHIRAZ,,6X75CL,1,1,,,,,,,23.99,,,,,,,,,,,,,,,6.49,26.07,PLAIN,SINGLE,,,,,,,,,,,
94013,A,3,3006,SOIREE COFFEE,,1X70CL,4,0,,,,,,,4.79,6,28.69,,,,,,,,,,,,,7.99,28.06,PLAIN,VARIENT,,,,,,,,,,,
27564,Z,4,4002,DEL MONTE APPLE,,6X1L,2,2,,,,,,,8.29,,,,,,,,,,,,,,10,2.99,53.79,PLAIN,SINGLE,,,,,,,,,,,
111351,A,4,4002,JUST JUICE CRANBERRY,,12x1 LTR,13,13,,,,,,,12.79,,,,,,,,,,,,,,10,1.99,35.73,PLAIN,SINGLE,,,,,,,,,,,
902974,A,4,4002,OCEAN SPRAY CRANBERRY,,12XLTR,6,6,,,,,,,8.99,,,,,,,,,,,,,,10,1.99,54.82,PLAIN,SINGLE,,,,,,,,,,,
903392,A,4,4002,JUST JUICE APPLE & MANGO,,12x1 LTR,7,7,,,,,,,12.29,,,,,,,,,,,,,,10,1.99,38.24,PLAIN,SINGLE,,,,,,,,,,,
903532,A,4,4002,OCEAN SPRAY CRANBERRY & STRAWBERRY PM �1.99,,12xLTR,5,5,,,,,,,11.99,,,,,,,,,,,,,,10,1.99,39.75,PMP,SINGLE,,,,,,,,,,,
903533,A,4,4002,OCEAN SPRAY CRANBERRY & BLACKCURRANT PM �1.99,,12xLTR,9,9,,,,,,,11.89,,,,,,,,,,,,,,10,1.99,40.25,PMP,SINGLE,,,,,,,,,,,
64321,A,4,4002,OCEAN SPRAY CRANBERRY RASPBERRY PM�1.99,,12xLTR,8,8,,,,,,,11.99,,,,,,,,,,,,,,10,1.99,39.75,PMP,SINGLE,,,,,,,,,,,
64333,A,4,4002,OCEAN SPRAY CRANBERRY CLASSIC PM�1.99,,12xLTR,5,5,,,,,,,11.49,,,,,,,,,,,,,,10,1.99,42.26,PMP,SINGLE,,,,,,,,,,,
64322,A,4,4002,JUST JUICE TOMATO,,12X1LTR,14,14,,,,,,,12.29,,,,,,,,,,,,,,10,1.79,31.34,PLAIN,SINGLE,,,,,,,,,,,
124335,A,4,4002,JUST JUICE ORANGE,,12x1LTR,64,64,,,,,,,16.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,16.99,,,,,10,2.5,34.04,PLAIN,SINGLE,,,,,,,,,,,
124336,A,4,4002,JUST JUICE APPLE,,12X1LTR,34,34,,,,,,,11.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,11.89,,,,,10,1.99,39.75,PLAIN,SINGLE,,,,,,,,,,,
129400,A,4,4002,JUST JUICE APPLE,,24x200ML,4,4,,,,,,,7.49,,,,,,,,,,,,,,10,0.55,31.91,PLAIN,SINGLE,,,,,,,,,,,
129402,A,4,4002,JUST JUICE ORANGE,,24x200ML,5,5,,,,,,,9.99,,,,,,,,,,,,,,10,0.55,9.18,PLAIN,SINGLE,,,,,,,,,,,
16650,A,12,12005,SESAME SNAPS ORIGINAL,,24x30GM,34,2,,,,,,,8.4,,,,,,,,,,,,,,,0.49,14.29,PLAIN,SINGLE,,,,,,,,,,,
88653,Z,18,18007,KOKA NOODLES BEEF,,30X85GRM,5,5,,,,,,,10.09,,,,,,,,,,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
21922,Z,18,18007,KOKA NOODLES CHICKEN,,30X85GRM,9,9,,,,,,,10.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,9.79,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
21945,Z,18,18007,KOKA NOODLES CURRY,,30X85GRM,12,12,,,,,,,10.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,9.79,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
21951,Z,18,18007,KOKA NOODLES MUSHROOM,,30X85GRM,1,1,,,,,,,10.09,,,,,,,,,,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
130833,Z,18,18007,KOKA NOODLES PRAWN,,30X85GRM,1,1,,,,,,,10.09,,,,,,,,,,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
131088,Z,18,18007,KOKA NOODLES TOMATO,,30X85GRM,2,2,,,,,,,10.09,,,,,,,,,,,,,,,0.49,31.36,PLAIN,SINGLE,,,,,,,,,,,
131089,Z,18,18007,KOKA NOODLES MASALA,,30X85GRM,4,4,,,,,,,10.09,,,,,,,,,,,,,,,0.56,39.94,PLAIN,SINGLE,,,,,,,,,,,
131433,Z,18,18007,KOKA NOODLES TOMYAM,,30X85GRM,2,2,,,,,,,10.09,,,,,,,,,,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
131926,Z,18,18007,KOKA NOODLES VEGETABLE,,30X85GRM,2,2,,,,,,,10.09,,,,,,,,,,,,,,,0.59,42.99,PLAIN,SINGLE,,,,,,,,,,,
107060,Z,18,18007,KOKA CUP NOODLES CHICKEN,,12XPOT,4,4,,,,,,,10.09,,,,,,,,,,,,,,,1.29,34.82,PLAIN,SINGLE,,,,,,,,,,,
107350,Z,18,18007,KOKA CUP NOODLES CURRY,,12XPOT,3,3,,,,,,,10.09,,,,,,,,,,,,,,,1.29,34.82,PLAIN,SINGLE,,,,,,,,,,,
140002,Z,18,18007,KOKA CUP NOODLES VEGETABLE,,12X70G,4,4,,,,,,,10.09,,,,,,,,,,,,,,,1.19,29.34,PLAIN,SINGLE,,,,,,,,,,,
140156,Z,18,18007,KOKA CUP NOODLES CHICKEN&SWEETCORN,,12XPOT,3,3,,,,,,,10.09,,,,,,,,,,,,,,,1.29,34.82,PLAIN,SINGLE,,,,,,,,,,,
200915,A,3,3005,E&J GALLO BRANDY,,1X20CL,469,19,,,,,,,4.29,6,25.69,24,102.69,,,,,,,,,,,7.99,35.57,PLAIN,VARIENT,,,,,,,,,,,
200764,A,3,3005,E&J GALLO BRANDY,,1X35CL,187,31,,,,,,,6.99,6,40.99,,,,,,,,,,,,,11.99,30.04,PLAIN,VARIENT,,,,,,,,,,,
200763,A,3,3005,E&J GALLO BRANDY,,1X70CL,134,22,,,,,,,13.49,6,79.99,,,,,,,,,,,,,19.99,19.02,PLAIN,VARIENT,,,,,,,,,,,
30096,A,2,2003,GALLO FV SUMMER ROSE 5.5%,,6X75CL,13,13,,,,,,,19.49,,,,,,,,,,,,,,,6.99,44.23,PLAIN,SINGLE,,,,,,,,,,,
50227,A,2,2003,GALLO FV PINK MOSCATO,,6X75CL,25,25,,,,,,,27.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,26.79,,,,,,7.99,31.19,PLAIN,SINGLE,,,,,,,,,,,
153073,A,2,2001,BAREFOOT CHARDONNAY,,6x75CL,2,2,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,7.99,14.92,PLAIN,SINGLE,,,,,,,,,,,
153074,A,2,2001,BAREFOOT PINOT GRIGIO,,6X75CL,11,11,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,8.99,24.38,PLAIN,SINGLE,,,,,,,,,,,
153075,A,2,2002,BAREFOOT MERLOT,,6x75CL,1,1,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,7.99,14.92,PLAIN,SINGLE,,,,,,,,,,,
153076,A,2,2003,BAREFOOT WHITE ZINFANDEL,,6X75CL,10,10,,,,,,,24.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,23.99,,,,,,7.99,37.45,PLAIN,SINGLE,,,,,,,,,,,
153077,A,2,2001,BAREFOOT SAUVIGNON BLANC,,6X75CL,11,11,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,8.99,24.38,PLAIN,SINGLE,,,,,,,,,,,
153079,A,2,2002,BAREFOOT CABERNET SAUVIGNON,,6X75CL,7,7,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,7.99,14.92,PLAIN,SINGLE,,,,,,,,,,,
153089,A,2,2003,BAREFOOT PINK MOSCATO,,6x75CL,8,8,,,,,,,28.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,27.49,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
153090,A,2,2003,BAREFOOT PINK PINOT GRIGIO,,6X75CL,6,6,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,8.99,24.38,PLAIN,SINGLE,,,,,,,,,,,
30201,A,2,2001,BAREFOOT MOSCATO,,6x75CL,11,11,,,,,,,28.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,27.49,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
30522,A,2,2001,DARK HORSE CHARDONNAY,,6x75CL,2,2,,,,,,,37.99,,,,,,,,,,,,,,,8.99,15.48,PLAIN,SINGLE,,,,,,,,,,,
31496,A,2,2001,DARK HORSE SAUVIGNON BLANC,,6X75CL,4,4,,,,,,,37.99,,,,,,,,,,,,,,,8.99,15.48,PLAIN,SINGLE,,,,,,,,,,,
31497,A,2,2002,DARK HORSE MERLOT,,6X75CL,7,7,,,,,,,37.99,,,,,,,,,,,,,,,8.99,15.48,PLAIN,SINGLE,,,,,,,,,,,
130667,A,2,2002,DARK HORSE MALBEC,,6X75CL,9,9,,,,,,,37.99,,,,,,,,,,,,,,,8.99,15.48,PLAIN,SINGLE,,,,,,,,,,,
87901,A,3,3003,AMSTERDAM VODKA,,1X20CL,13,0,,,,,,,3.69,24,84.99,,,,,,,,,,,,,5.49,19.34,PLAIN,VARIENT,,,,,,,,,,,
119165,A,2,2002,APOTHIC CAB SAUVIGNON,,6X75CL,12,12,,,,,,,42.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,40.99,,,,,,11.99,29.12,PLAIN,SINGLE,,,,,,,,,,,
191164,A,2,2002,APOTHIC MERLOT,,6X750ML,10,10,,,,,,,42.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,40.99,,,,,,11.99,29.12,PLAIN,SINGLE,,,,,,,,,,,
191163,A,2,2002,APOTHIC RED,,6X75CL,12,12,,,,,,,42.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,40.99,,,,,,11.99,29.12,PLAIN,SINGLE,,,,,,,,,,,
153092,A,2,2002,BAREFOOT JAMMY RED,,6X75CL,3,3,,,,,,,29.99,,,,,,,,,,,,,,,7.99,24.93,PLAIN,SINGLE,,,,,,,,,,,
15066,A,2,2002,BAREFOOT MALBEC,,6X75CL,7,7,,,,,,,33.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,32.99,,,,,,7.99,14.92,PLAIN,SINGLE,,,,,,,,,,,
15068,A,2,2002,BAREFOOT MERLOT,,12X187ML,8,8,,,,,,,19.99,,,,,,,,,,,,,,,2.99,33.14,PLAIN,SINGLE,,,,,,,,,,,
15069,A,2,2001,BAREFOOT PINOT GRIGIO,,12X187ML,3,3,,,,,,,19.99,,,,,,,,,,,,,,,2.99,33.14,PLAIN,SINGLE,,,,,,,,,,,
15070,A,2,2003,BAREFOOT WHITE ZINFANDEL,,12X187ML,4,4,,,,,,,19.99,,,,,,,,,,,,,,,2.99,33.14,PLAIN,SINGLE,,,,,,,,,,,
15071,A,2,2001,DARK HORSE PINOT GRIGIO,,6X75CL,33,33,,,,,,,37.99,,,,,,,,,,,,,,,8.99,15.48,PLAIN,SINGLE,,,,,,,,,,,
110898,A,1,1005,VK CHERRY PM�2.79,,6X70CL,3,3,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
136215,A,1,1005,HOOCH LEMON PM�2.99,,6X70CL,2,2,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.99,33.18,PMP,SINGLE,,,,,,,,,,,
136216,A,1,1005,HOOCH PINK PM�2.99,,6X70CL,1,1,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.99,33.18,PMP,SINGLE,,,,,,,,,,,
136218,A,1,1005,HOOCH ORANGE PM�3.59,,6X70CL,5,5,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.99,33.18,PMP,SINGLE,,,,,,,,,,,
136230,A,1,1005,VK WATERMELON PM�2.79,,6X70CL,2,2,,,,,,,9.59,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,31.25,PMP,SINGLE,,,,,,,,,,,
136231,A,1,1005,VK BLUE PM�2.79,,6X70CL,5,5,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
136232,A,1,1005,VK TROPICAL PM�2.79,,6X70CL,3,3,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
