item,VAT,hierarchy1,hierarchy2,description,,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Retail Ean 1,Retail Ean 2,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type,Brand,Size,Clearance stock in  number,Clerance pack size,Clearance Price,Product pack 1 in layer,Product pack 1 in Pallet,Product location in warehouse,Product pack 1 weight,Product pack 1 dimansion in cm,Product pack 1 volumetric weight
136234,A,1,1005,VK ORANGE & PASSION FRUIT PM�2.79,,6X70CL,2,2,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
136220,A,1,1003,AMIGOS BEER PM�5.99 4PACK,,6X330ml,8,8,,,,,,,22.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,17.99,,,,,,5.99,23.24,PMP,SINGLE,,,,,,,,,,,
82560,A,1,1005,FLARE MOJITO COCKTAILS PM�1.19,,12X250ML,2,2,,,,,,,8.99,,,,,,,,,,,,,,,1.19,24.45,PMP,SINGLE,,,,,,,,,,,
82563,A,1,1005,FLARE PASSION FRUIT MARTINI PM�1.19,,12X250ML,1,1,,,,,,,8.99,,,,,,,,,,,,,,,1.19,24.45,PMP,SINGLE,,,,,,,,,,,
901591,A,1,1005,VK STRAWBERRY & LIME PMP2.79,,6x700ML,3,3,,,,,,,9.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,8.99,,,,,,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
903362,Z,12,12005,GINNI TOASTED CORN,,10x120G,2,2,,,,,,,7.49,,,,,,,,,,,,,,,1.09,31.28,PLAIN,SINGLE,,,,,,,,,,,
20109,Z,12,12001,GINNI SWEET POPCORN,,10x90GRM,1,1,,,,,,,5.99,,,,,,,,,,,,,,,0.99,39.49,PLAIN,SINGLE,,,,,,,,,,,
900714,A,12,12003,GINNIS ALMONDS,,10x50G,1,1,,,,,,,6.99,,,,,,,,,,,,,,,1.09,23.05,PLAIN,SINGLE,,,,,,,,,,,
900306,A,10,10005,GINNIS ANISEED TWIST,,10X100 G,5,5,,,,,,,5.99,,,,,,,,,,,,,,,0.99,27.39,PLAIN,SINGLE,,,,,,,,,,,
900519,A,12,12003,GINNIS BEER NUTS SPICY,,10x90G,2,2,,,,,,,7.09,,,,,,,,,,,,,,,1.29,34.05,PLAIN,SINGLE,,,,,,,,,,,
900511,Z,12,12003,GINNIS CASHEW NUTS,,10x55G,2,2,,,,,,,6.99,,,,,,,,,,,,,,,1.19,41.26,PLAIN,SINGLE,,,,,,,,,,,
900702,A,10,10005,GINNIS CHOCLATE RAISINS,,10X90G,1,1,,,,,,,5.99,,,,,,,,,,,,,,,1.29,44.28,PLAIN,SINGLE,,,,,,,,,,,
900703,A,10,10005,GINNIS COUGH CANDY,,10X110G,1,1,,,,,,,5.99,,,,,,,,,,,,,,,1.29,44.28,PLAIN,SINGLE,,,,,,,,,,,
900308,A,10,10005,GINNIS FRUIT DROPS,,10X100 G,1,1,,,,,,,5.99,,,,,,,,,,,,,,,0.99,27.39,PLAIN,SINGLE,,,,,,,,,,,
900309,A,10,10005,GINNIS FRUIT JELLIES,,10X110G,2,2,,,,,,,5.99,,,,,,,,,,,,,,,0.99,27.39,PLAIN,SINGLE,,,,,,,,,,,
900512,A,12,12001,GINNIS HEALTHY MIX,,10X60G,1,1,,,,,,,6.29,,,,,,,,,,,,,,,0.89,15.19,PLAIN,SINGLE,,,,,,,,,,,
900516,A,12,12003,GINNIS HONEY FLAVOUR CASHEWS,,10x55G,2,2,,,,,,,6.99,,,,,,,,,,,,,,,1.05,20.11,PLAIN,SINGLE,,,,,,,,,,,
900307,A,10,10005,GINNIS MARSHMELLOW,,10X80G,3,3,,,,,,,6.29,,,,,,,,,,,,,,,0.99,23.76,PLAIN,SINGLE,,,,,,,,,,,
900711,A,10,10005,GINNIS PEAR DROPS,,10X110G,1,1,,,,,,,5.99,,,,,,,,,,,,,,,1.09,34.06,PLAIN,SINGLE,,,,,,,,,,,
900713,A,12,12003,GINNIS PIRI PIRI CASHEWS,,10x55G,1,1,,,,,,,6.99,,,,,,,,,,,,,,,1.09,23.05,PLAIN,SINGLE,,,,,,,,,,,
900311,A,12,12004,GINNIS POPCORN SALTED,,10x80G,1,1,,,,,,,6.79,,,,,,,,,,,,,,,0.99,17.7,PLAIN,SINGLE,,,,,,,,,,,
900712,A,12,12003,GINNIS ROASTED & SALTED PEANUTS,,10x90G,3,3,,,,,,,6.79,,,,,,,,,,,,,,,1.09,25.25,PLAIN,SINGLE,,,,,,,,,,,
900708,A,12,12003,GINNIS WALNUTS,,10x50G,1,1,,,,,,,7.49,,,,,,,,,,,,,,,1.99,54.83,PLAIN,SINGLE,,,,,,,,,,,
900305,A,10,10005,GINNIS WATERMELON,,10X100G,5,5,,,,,,,5.99,,,,,,,,,,,,,,,0.95,24.34,PLAIN,SINGLE,,,,,,,,,,,
902931,Z,8,8002,FOXS MILK CHOCOLATE COOKIES PM �2.20,,8X180G,4,4,,,,,,,8.99,,,,,,,,,,,,,,,2.2,48.92,PMP,SINGLE,,,,,,,,,,,
902933,Z,8,8001,FOXS GOLDEN CRUNCH PMP�1.49,,12X200G,4,4,,,,,,,10.49,,,,,,,,,,,,,,,1.49,41.33,PMP,SINGLE,,,,,,,,,,,
902936,A,8,8001,FOXS ROCKY CARAMEL �1.49 PMP,,12x1,6,6,,,,,,,8.09,,,,,,,,,,,,,,,1.49,45.7,PMP,SINGLE,,,,,,,,,,,
903025,A,8,8002,FOXS HALF COATED MILK CHOCOLATES COOKIES PM �2.50,,8x175G,2,2,,,,,,,12.99,,,,,,,,,,,,,,,2.5,22.06,PMP,SINGLE,,,,,,,,,,,
89555,Z,8,8001,FOXS GINGER CRUNCH CREAMS PM �1.49,,12x200 G,2,2,,,,,,,10.99,,,,,,,,,,,,,,,1.29,29.01,PMP,SINGLE,,,,,,,,,,,
72814,Z,8,8001,FOXS JAM'N' CREAM PM�1.29,,12x150G,5,5,,,,,,,10.39,,,,,,,,,,,,,,,1.29,32.88,PMP,SINGLE,,,,,,,,,,,
72819,Z,8,8001,FOXS PARTY RINGS PM�1.29,,12X125GM,2,2,,,,,,,10.39,,,,,,,,,,,,,,,1.29,32.88,PMP,SINGLE,,,,,,,,,,,
26157,A,3,3004,19 SPICED VANILLA RUM,,1X70CL,3,0,,,,,,,9.79,6,56.99,,,,,,,,,,,,,13.99,16.03,PLAIN,VARIENT,,,,,,,,,,,
15912,A,1,1003,AMSTEL BEER 12PACK NRB,,1x300ML,2,2,,,,,,,8.29,,,,,,,,,,,,,,,12.99,23.42,PLAIN,SINGLE,,,,,,,,,,,
64274,A,3,3004,APPLETON ESTATE SIGNATURE RUM,,1X70CL,5,0,,,,,,,18.49,6,109.99,,,,,,,,,,,,,27.99,20.73,PLAIN,VARIENT,,,,,,,,,,,
17311,A,1,1003,GROLSCH CAN 4PACK,,6X440ML,3,3,,,,,,,16.49,,,,,,,,,,,,,,,4.49,26.55,PLAIN,SINGLE,,,,,,,,,,,
901106,A,2,2003,19 CRIMES REVOLUTIONARY ROSE,,6X75CL,2,2,,,,,,,37.79,,,,,,,,,,,,,,,12.99,41.82,PLAIN,SINGLE,,,,,,,,,,,
21898,A,3,3005,REMY MARTIN COGNAC VSOP,,1X35CL,15,2,,,,,,,20.49,6,122.89,,,,,,,,,,,,,34.99,29.73,PLAIN,VARIENT,,,,,,,,,,,
900867,A,3,3006,51 CACHACA SILVER,,1X70CL,11,1,,,,,,,14.99,6,88.99,,,,,,,,,,,,,22.99,21.76,PLAIN,VARIENT,,,,,,,,,,,
50880,A,1,1002,GREENE KING ABBOT 6x4x500ML,,6x500,2,2,,,,,,,26.49,,,,,,,,,,,,,,,5.99,11.55,PLAIN,SINGLE,,,,,,,,,,,
88030,A,3,3005,HENNESSY COGNAC VERY SPECIAL,,1X70CL,206,34,,,,,,,24.99,6,145.99,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,143.99,,,,39.99,25.01,PLAIN,VARIENT,,,,,,,,,,,
88031,A,3,3005,HENNESSY COGNAC ***VS,,1X20 cl,277,11,,,,,,,8.49,6,50.79,24,202.99,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,50.49,,,,16.99,40.04,PLAIN,VARIENT,,,,,,,,,,,
88032,A,3,3005,HENNESSY COGNAC VS HALF,,1X35CL,125,10,,,,,,,13.69,12,159.89,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,157.99,,,,22.99,28.54,PLAIN,VARIENT,,,,,,,,,,,
88036,A,3,3005,HENNESSY COGNAC ***VS,,12X5CL,21,2,,,,,,,32.79,10,327.89,,,,,,,,,,,,,3.99,17.82,PLAIN,VARIENT,,,,,,,,,,,
19613,A,3,3006,MONIN PASSION SYROP,,6x75CL,1,1,,,,,,,36.99,,,,,,,,,,,,,,,9.99,25.95,PLAIN,SINGLE,,,,,,,,,,,
19614,A,3,3006,MONIN LYCHEE SYROP,,6X75CL,2,2,,,,,,,36.99,,,,,,,,,,,,,,,9.99,25.95,PLAIN,SINGLE,,,,,,,,,,,
19615,A,3,3006,MONIN MANGO SYROP,,6x75CL,2,2,,,,,,,36.99,,,,,,,,,,,,,,,7.99,7.41,PLAIN,SINGLE,,,,,,,,,,,
10502,A,2,2002,ECHO FALLS MERLOT,,6X75CL,4,4,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
101128,A,3,3006,BOLS TRIPLE SEC,,6X50cl,8,8,,,,,,,64.79,,,,,,,,,,,,,,,16.99,23.73,PLAIN,SINGLE,,,,,,,,,,,
900868,A,3,3003,ABSOLUT VODKA MANGO,,1X70CL,11,1,,,,,,,14.29,6,85.49,,,,,,,,,,,,,21.99,22.02,PLAIN,VARIENT,,,,,,,,,,,
148430,A,3,3005,COURVOISIER COGNAC VS,,4X10CL,46,7,,,,,,,17.29,6,102.99,,,,,,,,,,,,,6.99,25.79,PLAIN,VARIENT,,,,,,,,,,,
900869,A,3,3003,ABSOLUT VODKA PEARS,,1X70CL,11,1,,,,,,,14.29,6,85.49,,,,,,,,,,,,,21.99,22.02,PLAIN,VARIENT,,,,,,,,,,,
901107,A,3,3004,ADMIRAL OLD J SPICED RUM,,1X70CL,6,1,,,,,,,18.29,6,108.99,,,,,,,,,,,,,25.99,15.55,PLAIN,VARIENT,,,,,,,,,,,
901108,A,1,1003,ASAHI JAPANESE LAGER NRB,,12x620ML,2,2,,,,,,,21.79,,,,,,,,,,,,,,,2.99,27.12,PLAIN,SINGLE,,,,,,,,,,,
13431,A,3,3003,KOPPARBERG STRAWBERRY & LIME VODKA,,1X70CL,8,1,,,,,,,13.99,6,83.89,,,,,,,,,,,,,34.19,50.9,PLAIN,VARIENT,,,,,,,,,,,
83574,A,3,3004,CAPTAIN MORGAN SPICED RUM,,12X5CL,28,2,,,,,,,17.99,10,169.99,,,,,,,,,,,,,2.49,27.75,PLAIN,VARIENT,,,,,,,,,,,
901109,A,1,1004,ASPALL IMPERIAL CYDER,,6X500ML,2,2,,,,,,,13.29,,,,,,,,,,,,,,,3.49,23.84,PLAIN,SINGLE,,,,,,,,,,,
900909,A,3,3003,AU VODKA BLACK GRAPE,,12X5CL,3,3,,,,,,,27.99,,,,,,,,,,,,,,,3.99,29.85,PLAIN,SINGLE,,,,,,,,,,,
900910,A,3,3003,AU VODKA BLUE RASPBERRY,,12X5CL,2,2,,,,,,,27.99,,,,,,,,,,,,,,,3.99,29.85,PLAIN,SINGLE,,,,,,,,,,,
900911,A,3,3003,AU VODKA FRUIT PUNCH,,12X5CL,2,2,,,,,,,27.99,,,,,,,,,,,,,,,4.99,43.91,PLAIN,SINGLE,,,,,,,,,,,
900912,A,3,3003,AU VODKA RED CHERRY,,12X5CL,4,4,,,,,,,27.99,,,,,,,,,,,,,,,4.99,43.91,PLAIN,SINGLE,,,,,,,,,,,
900913,A,2,2007,BABA ROOTS HERBAL BEVERAGE TONIC WINE,,24X148 ML,3,3,,,,,,,42.99,,,,,,,,,,,,,,,3.49,38.41,PLAIN,SINGLE,,,,,,,,,,,
900904,A,3,3004,BACARDI CARTA BLANCA MINIATURES,,10X5CL,15,3,,,,,,,17.89,5,88.99,,,,,,,,,,,,,3.99,46.2,PLAIN,VARIENT,,,,,,,,,,,
900915,A,3,3006,BAILEYS MINIATURES,,20X5CL,5,1,,,,,,,25.49,4,101.79,,,,,,,,,,,,,2.19,30.16,PLAIN,VARIENT,,,,,,,,,,,
900870,A,3,3002,BALLANTINE'S FINEST SCOTCH,,1X70CL,11,1,,,,,,,18.59,6,110.99,,,,,,,,,,,,,27.99,20.3,PLAIN,VARIENT,,,,,,,,,,,
901111,A,3,3002,BELLS BLENDED SCOTCH WHISKY PMP�6.59,,1X20CL,806,16,,,,,,,4.39,6,24.99,48,198.99,,,,,,,,,,,6.59,20.06,PMP,VARIENT,,,,,,,,,,,
901112,A,3,3002,BELLS BLENDED SCOTCH WHISKY PM 10.99,,1X35CL,300,12,,,,,,,7.39,6,43.99,24,175.99,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,40.79,,,,10.99,19.31,PMP,VARIENT,,,,,,,,,,,
901113,A,3,3002,BELLS BLENDED SCOTCH WHISKY PM �17.99,,1X70CL,223,37,,,,,,,12.29,6,72.79,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,,,72.49,,,,17.99,18.02,PMP,VARIENT,,,,,,,,,,,
900916,A,3,3003,BELVEDERE VODKA,,1X20CL,9,0,,,,,,,8.69,12,100.99,,,,,,,,,,,,,17.99,42.03,PLAIN,VARIENT,,,,,,,,,,,
900917,A,2,2001,BLOSSOM HILL CHARDONNAY,,12X187M,,3,3,,,,,,,17.99,,,,,,,,,,,,,,,2.99,39.83,PLAIN,SINGLE,,,,,,,,,,
900918,A,2,2002,BLOSSOM HILL MERLOT,,12X187ML,2,2,,,,,,,17.99,,,,,,,,,,,,,,,2.49,27.75,PLAIN,SINGLE,,,,,,,,,,,
900919,A,2,2001,BLOSSOM HILL PINOT GRIGIO,,12X187ML,3,3,,,,,,,17.99,,,,,,,,,,,,,,,2.99,39.83,PLAIN,SINGLE,,,,,,,,,,,
900920,A,2,2004,BOTTEGA GOLD PROSECCO,,24X20CL,1,1,,,,,,,76.99,,,,,,,,,,,,,,,6.99,44.93,PLAIN,SINGLE,,,,,,,,,,,
900871,A,2,2004,BOTTEGA GOLD PROSECCO,,1X75CL,24,4,,,,,,,15.19,6,89.99,,,,,,,,,,,,,22.99,20.71,PLAIN,VARIENT,,,,,,,,,,,
900921,A,1,1003,BUDWEISER BUDVAR NRB,,12X330ML,5,5,,,,,,,10.79,,,,,,,,,,,,,,,1.99,45.78,PLAIN,SINGLE,,,,,,,,,,,
901122,A,1,1003,BUDWEISER NRB PM 4PK,,6x300ML,1,1,,,,,,,17.79,,,,,,,,,,,,,,,5.39,33.99,PLAIN,SINGLE,,,,,,,,,,,
901123,A,2,2002,CALI BY SNOOP DOGG RED,,6X75CL,3,3,,,,,,,47.49,,,,,,,,,,,,,,,12.99,26.88,PLAIN,SINGLE,,,,,,,,,,,
901124,A,2,2003,CALI BY SNOOP DOGG ROSE,,6X75CL,3,3,,,,,,,47.49,,,,,,,,,,,,,,,12.99,26.88,PLAIN,SINGLE,,,,,,,,,,,
901125,A,2,2002,CALVET COTES DU RHONE,,6X75CL,3,3,,,,,,,35.99,,,,,,,,,,,,,,,10.99,34.5,PLAIN,SINGLE,,,,,,,,,,,
901126,A,2,2002,CALVET FITOU,,6X75CL,2,2,,,,,,,35.99,,,,,,,,,,,,,,,8.99,19.93,PLAIN,SINGLE,,,,,,,,,,,
900872,A,2,2004,CAMPO VIEJO CAVA,,6X75CL,3,3,,,,,,,40.99,,,,,,,,,,,,,,,9.99,17.94,PLAIN,SINGLE,,,,,,,,,,,
900874,A,2,2002,CAMPO VIEJO RESERVA,,6x75CL,3,3,,,,,,,44.99,,,,,,,,,,,,,,,10.99,18.13,PLAIN,SINGLE,,,,,,,,,,,
900923,A,2,2002,CAMPO VIEJO TEMPRANILLA,,12X187ML,1,1,,,,,,,23.49,,,,,,,,,,,,,,,3.99,41.13,PLAIN,SINGLE,,,,,,,,,,,
901127,A,2,2002,CAMPO VIEJO TEMPRANILLO,,6x75CL,9,9,,,,,,,35.49,,,,,,,,,,,,,,,12.99,45.36,PLAIN,SINGLE,,,,,,,,,,,
901128,A,2,2002,CASILLERO DEL DIABLO CAB SAUVIGNON,,12x187ML,3,3,,,,,,,19.99,,,,,,,,,,,,,,,2.99,33.14,PLAIN,SINGLE,,,,,,,,,,,
901129,A,2,2001,CASILLERO DEL DIABLO SAUVIGNON BLAN,,12x187ML,6,6,,,,,,,19.99,,,,,,,,,,,,,,,2.99,33.14,PLAIN,SINGLE,,,,,,,,,,,
900876,A,2,2002,CHEMIN DES PAPES COTES DU RHONE,,6X75CL,2,2,,,,,,,39.99,,,,,,,,,,,,,,,15.99,49.98,PLAIN,SINGLE,,,,,,,,,,,
152295,A,3,3003,CIROC PINEAPPLE VODKA 12PK,,12X5CL,10,2,,,,,,,26.79,4,106.99,,,,,,,,,,,,,3.49,23.24,PLAIN,VARIENT,,,,,,,,,,,
152293,A,3,3003,CIROC VODKA 12PK,,12X5CL,8,2,,,,,,,26.79,4,106.99,,,,,,,,,,,,,3.49,23.24,PLAIN,VARIENT,,,,,,,,,,,
900877,A,2,2005,COCKBURN'S FINE RUBY PORT,,6X75CL,2,2,,,,,,,50.99,,,,,,,,,,,,,,,12.99,21.49,PLAIN,SINGLE,,,,,,,,,,,
901131,A,2,2005,CROFT ORIGINAL SHERRY,,6X75CL,2,2,,,,,,,52.99,,,,,,,,,,,,,,,12.99,18.41,PLAIN,SINGLE,,,,,,,,,,,
901114,A,3,3006,DISARONNO AMERETTO (ORIGINAL),,1X35CL,39,6,,,,,,,9.29,6,55.49,,,,,,,,,,,,,13.99,20.31,PLAIN,VARIENT,,,,,,,,,,,
901115,A,3,3006,DISARONNO VELVET,,1X50CL,16,2,,,,,,,10.79,6,62.99,,,,,,,,,,,,,15.99,19.02,PLAIN,VARIENT,,,,,,,,,,,
901132,A,2,2002,E&J GALLO CABERNET SAUVIGNON,,6X75CL,7,7,,,,,,,31.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,30.99,,,,,,10.99,42.69,PLAIN,SINGLE,,,,,,,,,,,
901133,A,2,2001,E&J GALLO CHARDONNAY,,6X75CL,8,8,,,,,,,31.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,30.99,,,,,,8.99,29.94,PLAIN,SINGLE,,,,,,,,,,,
901134,A,2,2002,E&J GALLO MERLOT,,6x75CL,11,11,,,,,,,31.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,30.99,,,,,,8.99,29.94,PLAIN,SINGLE,,,,,,,,,,,
901135,A,2,2001,E&J GALLO MOSCATO,,6X75CL,5,5,,,,,,,27.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,26.79,,,,,,7.99,31.19,PLAIN,SINGLE,,,,,,,,,,,
901136,A,2,2001,E&J GALLO PINOT GRIGIO,,6X75CL,10,10,,,,,,,31.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,30.99,,,,,,8.99,29.94,PLAIN,SINGLE,,,,,,,,,,,
901137,A,2,2001,E&J GALLO SAUVIGNON BLANC,,6X75cl,3,3,,,,,,,31.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,30.99,,,,,,7.99,21.18,PLAIN,SINGLE,,,,,,,,,,,
900878,A,2,2002,GALLO FV SPRITZ PINEAPPLE & PASSION,,6X75CL,10,10,,,,,,,19.49,,,,,,,,,,,,,,,5.99,34.92,PLAIN,SINGLE,,,,,,,,,,,
900880,A,2,2002,GALLO FV SPRITZ RASPBERRY & LIME,,6X75CL,4,4,,,,,,,19.49,,,,,,,,,,,,,,,5.99,34.92,PLAIN,SINGLE,,,,,,,,,,,
901138,A,2,2001,E&J GALLO WHITE GRENACHE,,6X75CL,10,10,,,,,,,26.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,26.79,,,,,,8.99,39.96,PLAIN,SINGLE,,,,,,,,,,,
900881,A,2,2003,E&J GALLO WHITE ZINFANDEL,,6X75CL,7,7,,,,,,,24.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,23.99,,,,,,10.99,54.52,PLAIN,SINGLE,,,,,,,,,,,
900925,A,1,1003,EFES DRAFT NRB,,12x500ML,6,6,,,,,,,18.29,,,,,,,,,,,,,,,2.49,26.55,PLAIN,SINGLE,,,,,,,,,,,
900926,A,1,1003,EFES PILSENER,,24X330ML,3,3,,,,,,,23.99,,,,,,,,,,,,,,,1.49,19.5,PLAIN,SINGLE,,,,,,,,,,,
900882,A,2,2006,EISBERG CABENET SAUVIGNON (NON-ALCO,,6X75CL,2,2,,,,,,,16.99,,,,,,,,,,,,,,,5.99,43.27,PLAIN,SINGLE,,,,,,,,,,,
900883,A,2,2006,EISBERG CHARDONNAY (NON- ALCOHOLIC,,6X75CL,2,2,,,,,,,16.99,,,,,,,,,,,,,,,5.99,43.27,PLAIN,SINGLE,,,,,,,,,,,
900884,A,2,2006,EISBERG SAUVIGNON BLANC (NON-ALCOHO,,6X75CL,2,2,,,,,,,16.99,,,,,,,,,,,,,,,4.99,31.9,PLAIN,SINGLE,,,,,,,,,,,
900885,A,2,2004,FREIXENET CORDON NEGRO BRUT,,6X75CL,5,5,,,,,,,40.49,,,,,,,,,,,,,,,10.99,26.31,PLAIN,SINGLE,,,,,,,,,,,
901116,A,3,3001,GORDONS DRY GIN,,1x20CL,46,0,,,,,,,4.49,6,26.89,48,215.52,,,,,,,,,,,6.99,22.92,PLAIN,VARIENT,,,,,,,,,,,
901118,A,3,3001,GORDONS DRY GIN PM�16.99,,1X70CL,145,24,,,,,,,11.49,6,66.79,,,,,,,,,,,,,16.99,18.85,PMP,VARIENT,,,,,,,,,,,
901119,A,3,3001,GORDONS PINK GIN,,1X35CL,50,2,,,,,,,7.69,6,45.99,,,,,,,,,,,,,12.99,28.96,PLAIN,VARIENT,,,,,,,,,,,
900946,A,3,3002,GRANTS TRIPLE WOOD WHISKY,,1X70CL,17,2,,,,,,,12.09,6,71.99,,,,,,,,,,,,,19.99,27.42,PLAIN,VARIENT,,,,,,,,,,,
901140,A,1,1005,GREY GOOSE STRAWBERRY & LEMONGRASS VODKA CAN,,12X250ML,2,2,,,,,,,16.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,16.29,,,,,,2.19,22.42,PLAIN,SINGLE,,,,,,,,,,,
901141,A,1,1005,GREY GOOSE WATERMELON & BASIL VODKA CAN,,12x250ML,1,1,,,,,,,16.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,16.29,,,,,,2.19,22.42,PLAIN,SINGLE,,,,,,,,,,,
87009,A,3,3003,GREY GOOSE PEACH ROSEMARY VODKA,,1X70cl,24,4,,,,,,,25.79,6,152.99,,,,,,,,,,,,,37.99,18.54,PLAIN,VARIENT,,,,,,,,,,,
87012,A,3,3003,GREY GOOSE STRAWBERRY LEMONGRASS VODKA,,1X70CL,18,3,,,,,,,25.79,6,152.99,,,,,,,,,,,,,38.69,20.01,PLAIN,VARIENT,,,,,,,,,,,
901120,A,3,3003,GREY GOOSE VODKA,,1X20CL,11,0,,,,,,,13.19,12,157.49,,,,,,,,,,,,,19.99,20.82,PLAIN,VARIENT,,,,,,,,,,,
87013,A,3,3003,GREY GOOSE WATERMELON & BASIL VODKA,,1X70 CL,21,3,,,,,,,25.79,6,152.99,,,,,,,,,,,,,38.69,20.01,PLAIN,VARIENT,,,,,,,,,,,
900927,A,3,3005,HENNESSY VERY SPECIAL COGNAC,,12X10CL,32,4,,,,,,,54.99,8,439.89,,,,,,,,,,,,,8.99,38.83,PLAIN,VARIENT,,,,,,,,,,,
900886,A,1,1003,HOEGAARDEN BEER NRB,,6X750ML,2,2,,,,,,,14.99,,,,,,,,,,,,,,,3.99,24.86,PLAIN,SINGLE,,,,,,,,,,,
901142,A,1,1003,HOLSTEN PILS BEER (6x4pk),,6X568ML,29,29,,,,,,,23.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,21.99,,,,,,6.99,31.36,PLAIN,SINGLE,,,,,,,,,,,
901143,A,2,2002,***ISLA NEGRA SEA CAB SAUVI,,6x75CL,2,2,,,,,,,24.99,,,,,,,,,,,,,,,8.99,44.4,PLAIN,SINGLE,,,,,,,,,,,
901121,A,3,3002,J&B RARE WHISKEY,,1X70CL,27,4,,,,,,,15.99,6,93.99,,,,,,,,,,,,,22.99,16.54,PLAIN,VARIENT,,,,,,,,,,,
901144,A,2,2001,J.P CHENET COLOMBARD CHARDONNAY,,6X75CL,3,3,,,,,,,32.99,,,,,,,,,,,,,,,8.99,26.61,PLAIN,SINGLE,,,,,,,,,,,
900887,A,2,2002,J.P CHENET MEDIUM SWEET RED,,6X75CL,2,2,,,,,,,32.99,,,,,,,,,,,,,,,7.99,17.42,PLAIN,SINGLE,,,,,,,,,,,
901400,A,2,2001,JACK RABBIT SAUVINNON BLAC,,12X187ML,2,2,,,,,,,19.49,,,,,,,,,,,,,,,2.49,21.73,PLAIN,SINGLE,,,,,,,,,,,
900930,A,2,2002,JACK RABBIT SHIRAZ,,12X187ML,4,4,,,,,,,19.49,,,,,,,,,,,,,,,3.49,44.15,PLAIN,SINGLE,,,,,,,,,,,
900888,A,3,3006,JAGERMEISTER,,1X35CL,18,3,,,,,,,9.99,6,59.89,,,,,,,,,,,,,14.99,20.03,PLAIN,VARIENT,,,,,,,,,,,
900889,A,3,3006,***JAGERMEISTER PMP �12.49,,1X35CL,17,2,,,,,,,8.29,6,48.99,,,,,,,,,,,,,12.49,20.35,PMP,VARIENT,,,,,,,,,,,
110604,A,3,3005,JULES CLAIRON NAPOLEAN BRANDY PM�17.99,,1X70CL,43,7,,,,,,,11.89,6,69.99,,,,,,,,,,,,,17.99,20.69,PMP,VARIENT,,,,,,,,,,,
10500,A,3,3006,JAGERMEISTER PM�16.99,,1X50CL,28,4,,,,,,,11.69,6,69.79,,,,,,,,,,,,,16.99,17.43,PMP,VARIENT,,,,,,,,,,,
900890,A,2,2001,JP CHENET COLOMBARD CHARDONNAY,,6X187ML,3,3,,,,,,,10.79,,,,,,,,,,,,,,,2.99,27.83,PLAIN,SINGLE,,,,,,,,,,,
900891,A,2,2004,JP CHENET SPARKLING BRUT,,6X75CL,3,3,,,,,,,32.99,,,,,,,,,,,,,,,7.99,17.42,PLAIN,SINGLE,,,,,,,,,,,
900931,A,1,1004,K CIDER CAN,,6X500ML,155,155,,,,,,,22.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,20.99,,,,,,9.49,51.76,PLAIN,SINGLE,,,,,,,,,,,
900893,A,1,1003,KEO FINE BEER,,6x630ML,3,3,,,,,,,8.99,,,,,,,,,,,,,,,3.29,45.35,PLAIN,SINGLE,,,,,,,,,,,
53672,A,1,1003,KESTREL SUPER PREMIUM LAGER CANS,,24x500ML,5,5,,,,,,,47.79,,,,,,,,,,,,,,,2.78,14.05,PLAIN,SINGLE,,,,,,,,,,,
